n,instance,move,steps,beta,seconds,seconds_per_move,ns_per_move,accepted,acceptance_rate,final_energy,alpha
20,0,local1,10000000,1,0.62741795199999995,6.2741795199999995e-08,62.741795199999991,2398042,0.2398042,-18.7540913001049,0.31635171405861101
20,0,uniform,10000000,1,12.632383935,1.2632383935e-06,1263.2383935,63438,0.0063438000000000001,-12.693639037861651,0.31635171405861101
20,1,local1,10000000,1,0.67019430899999999,6.7019430899999993e-08,67.019430899999989,2605391,0.26053910000000002,-13.621756811181363,0.34931636241071679
20,1,uniform,10000000,1,12.618759905999999,1.2618759905999999e-06,1261.8759905999998,59275,0.0059274999999999996,-16.157763323977676,0.34931636241071679
20,2,local1,10000000,1,0.63137159600000003,6.3137159600000009e-08,63.137159600000011,2302882,0.2302882,-17.076833071566494,0.30644812902923957
20,2,uniform,10000000,1,12.624777141999999,1.2624777142e-06,1262.4777142,54363,0.0054362999999999998,-9.1478084180153356,0.30644812902923957
20,3,local1,10000000,1,0.64073285400000002,6.4073285400000002e-08,64.073285400000003,2474134,0.24741340000000001,-12.774597501828588,0.30344284755069084
20,3,uniform,10000000,1,12.628203537999999,1.2628203538e-06,1262.8203538,62261,0.0062261,-10.881294284078765,0.30344284755069084
20,4,local1,10000000,1,0.64474415600000001,6.4474415600000006e-08,64.4744156,2431336,0.24313360000000001,-17.656594973606456,0.32960883723980838
20,4,uniform,10000000,1,12.611038325999999,1.2611038325999998e-06,1261.1038325999998,65344,0.0065344000000000001,-13.360284002556954,0.32960883723980838
20,5,local1,10000000,1,0.635960839,6.3596083900000001e-08,63.596083900000004,2397882,0.23978820000000001,-12.306485316770505,0.28737680417459754
20,5,uniform,10000000,1,12.632566769,1.2632566769e-06,1263.2566769,38179,0.0038178999999999999,-15.789789020547541,0.28737680417459754
20,6,local1,10000000,1,0.66353623399999995,6.6353623399999989e-08,66.353623399999989,2479260,0.24792600000000001,-14.309168000856623,0.29496750065073635
20,6,uniform,10000000,1,12.606709245999999,1.2606709245999999e-06,1260.6709245999998,80130,0.0080129999999999993,-12.410002504394964,0.29496750065073635
20,7,local1,10000000,1,0.56816485100000003,5.6816485100000005e-08,56.816485100000001,1908418,0.19084180000000001,-17.0990217095056,0.33115358697808045
20,7,uniform,10000000,1,12.601787726,1.2601787725999999e-06,1260.1787726,34180,0.003418,-17.564186261924252,0.33115358697808045
20,8,local1,10000000,1,0.49543174600000001,4.9543174600000002e-08,49.5431746,1660645,0.1660645,-20.478893209370135,0.29105751205312419
20,8,uniform,10000000,1,12.633471249999999,1.263347125e-06,1263.347125,13015,0.0013014999999999999,-19.496954293156588,0.29105751205312419
20,9,local1,10000000,1,0.62759098999999996,6.2759099000000001e-08,62.759098999999999,2240539,0.2240539,-17.888799354182488,0.31040949939539259
20,9,uniform,10000000,1,12.617942394,1.2617942394e-06,1261.7942393999999,34285,0.0034285000000000001,-9.349712059743533,0.31040949939539259
20,10,local1,10000000,1,0.67775509199999995,6.7775509199999993e-08,67.775509199999988,2535525,0.25355250000000001,-14.146752203524152,0.28603158903601011
20,10,uniform,10000000,1,12.615786274,1.2615786273999999e-06,1261.5786274,79244,0.0079243999999999998,-15.245339337416564,0.28603158903601011
20,11,local1,10000000,1,0.676629433,6.7662943300000005e-08,67.662943300000009,2640114,0.26401140000000001,-14.954480039114143,0.30969047721457976
20,11,uniform,10000000,1,12.605726664000001,1.2605726664000001e-06,1260.5726664000001,100491,0.0100491,-16.275726630578561,0.30969047721457976
20,12,local1,10000000,1,0.66769269899999995,6.6769269899999999e-08,66.769269899999998,2535994,0.25359939999999997,-14.944897410165552,0.2862417778335713
20,12,uniform,10000000,1,12.606576678,1.2606576677999999e-06,1260.6576677999999,90817,0.0090816999999999998,-14.176671049676706,0.2862417778335713
20,13,local1,10000000,1,0.70845124299999995,7.0845124299999995e-08,70.845124299999995,2902468,0.29024680000000003,-14.327994144117152,0.3234087456012264
20,13,uniform,10000000,1,12.619870730000001,1.261987073e-06,1261.987073,139434,0.0139434,-12.878413870614818,0.3234087456012264
20,14,local1,10000000,1,0.45704546299999999,4.5704546299999997e-08,45.704546299999997,1180215,0.1180215,-22.860169927526385,0.30894418791471845
20,14,uniform,10000000,1,12.606237277,1.2606237276999999e-06,1260.6237277,2256,0.00022560000000000001,-24.407912076436315,0.30894418791471845
20,15,local1,10000000,1,0.53730692000000002,5.3730692000000001e-08,53.730691999999998,1819438,0.18194379999999999,-19.65557199750258,0.28509677678806228
20,15,uniform,10000000,1,12.6131928,1.26131928e-06,1261.3192799999999,19719,0.0019719,-19.674712762316158,0.28509677678806228
20,16,local1,10000000,1,0.54904465000000002,5.4904464999999999e-08,54.904465000000002,1962787,0.1962787,-20.41499549723946,0.31482581175503027
20,16,uniform,10000000,1,12.616256233,1.2616256233e-06,1261.6256232999999,26413,0.0026413000000000001,-17.737838516164558,0.31482581175503027
20,17,local1,10000000,1,0.68189108799999998,6.8189108799999998e-08,68.1891088,2576835,0.25768350000000001,-16.808132111705991,0.30072331635853466
20,17,uniform,10000000,1,12.627430574,1.2627430573999999e-06,1262.7430574,79640,0.0079640000000000006,-12.185905091201059,0.30072331635853466
20,18,local1,10000000,1,0.60808663799999996,6.0808663799999994e-08,60.808663799999991,2231613,0.22316130000000001,-14.895718902767854,0.31521885108961717
20,18,uniform,10000000,1,12.617719477,1.2617719477e-06,1261.7719477000001,47248,0.0047248000000000004,-15.733212106678421,0.31521885108961717
20,19,local1,10000000,1,0.667708356,6.6770835600000003e-08,66.770835599999998,2586496,0.25864959999999998,-13.655608437669674,0.28607853095797109
20,19,uniform,10000000,1,12.606897636999999,1.2606897637e-06,1260.6897637,95999,0.0095998999999999998,-11.670974354944773,0.28607853095797109
20,20,local1,10000000,1,0.62922165399999996,6.2922165399999996e-08,62.922165399999997,2294033,0.2294033,-14.418485256975462,0.29162701401056984
20,20,uniform,10000000,1,12.618223930999999,1.2618223931e-06,1261.8223931,45016,0.0045015999999999997,-17.650416646840121,0.29162701401056984
20,21,local1,10000000,1,0.66133371900000004,6.6133371900000005e-08,66.1333719,2551310,0.255131,-15.284421832277587,0.30234631024946779
20,21,uniform,10000000,1,12.632739352,1.2632739352e-06,1263.2739351999999,72662,0.0072661999999999996,-13.783315185325838,0.30234631024946779
20,22,local1,10000000,1,0.67365117799999996,6.7365117799999996e-08,67.365117799999993,2547728,0.25477280000000002,-9.1795869121893503,0.30435085862821504
20,22,uniform,10000000,1,12.601930289,1.2601930289e-06,1260.1930288999999,80814,0.0080814000000000007,-15.546173490307329,0.30435085862821504
20,23,local1,10000000,1,0.68718515400000002,6.8718515400000002e-08,68.718515400000001,2637805,0.26378049999999997,-17.115632724968741,0.31451286711261195
20,23,uniform,10000000,1,12.605387528,1.2605387528e-06,1260.5387527999999,101923,0.0101923,-12.71899721814254,0.31451286711261195
20,24,local1,10000000,1,0.62164258299999997,6.2164258299999995e-08,62.164258299999993,2302301,0.23023009999999999,-17.307889689913726,0.32065373222759436
20,24,uniform,10000000,1,12.612414361000001,1.2612414361000001e-06,1261.2414361000001,40709,0.0040708999999999997,-14.843123333885169,0.32065373222759436
20,25,local1,10000000,1,0.640368669,6.4036866900000005e-08,64.036866900000007,2376353,0.23763529999999999,-15.687307289235005,0.32878153981604025
20,25,uniform,10000000,1,12.633228158,1.2633228157999999e-06,1263.3228157999999,56484,0.0056483999999999996,-17.687040697875798,0.32878153981604025
20,26,local1,10000000,1,0.62990356800000002,6.2990356800000005e-08,62.990356800000008,2348890,0.23488899999999999,-16.971660484051007,0.32800796536640631
20,26,uniform,10000000,1,12.619715782,1.2619715781999999e-06,1261.9715781999998,60295,0.0060295000000000001,-13.901809935802573,0.32800796536640631
20,27,local1,10000000,1,0.541956785,5.4195678500000003e-08,54.1956785,1570677,0.1570677,-21.071286230871799,0.29656319927855884
20,27,uniform,10000000,1,12.598694431,1.2598694431000001e-06,1259.8694431000001,17098,0.0017098,-11.079422993159291,0.29656319927855884
20,28,local1,10000000,1,0.64222983300000003,6.4222983300000008e-08,64.22298330000001,2371227,0.23712269999999999,-17.163010447501566,0.31597474140165022
20,28,uniform,10000000,1,12.613837352999999,1.2613837352999999e-06,1261.3837352999999,55010,0.0055009999999999998,-17.848934145500621,0.31597474140165022
20,29,local1,10000000,1,0.66808259199999998,6.6808259200000002e-08,66.808259199999995,2657204,0.26572040000000002,-12.696035149279544,0.28730901641253026
20,29,uniform,10000000,1,12.622539141000001,1.2622539141000002e-06,1262.2539141000002,79849,0.0079848999999999996,-10.32476316780123,0.28730901641253026
20,30,local1,10000000,1,0.64208792400000003,6.4208792400000009e-08,64.208792400000007,2363949,0.23639489999999999,-15.876102895414295,0.30034116928409604
20,30,uniform,10000000,1,12.614541678,1.2614541677999999e-06,1261.4541678000001,45075,0.0045075000000000002,-14.680424790289983,0.30034116928409604
20,31,local1,10000000,1,0.59077667,5.9077666999999998e-08,59.077666999999998,2150213,0.2150213,-16.840623080227843,0.33312481362367058
20,31,uniform,10000000,1,12.623637485,1.2623637484999999e-06,1262.3637484999999,27834,0.0027834000000000001,-14.371160258243053,0.33312481362367058
20,32,local1,10000000,1,0.64275584600000002,6.4275584599999996e-08,64.275584600000002,2330407,0.23304069999999999,-10.534574350702879,0.29901483544547841
20,32,uniform,10000000,1,12.617654805999999,1.2617654805999999e-06,1261.7654805999998,60326,0.0060325999999999999,-14.42578455341849,0.29901483544547841
20,33,local1,10000000,1,0.63634355799999998,6.3634355800000003e-08,63.634355800000002,2340207,0.2340207,-15.816671689406579,0.32476089498587474
20,33,uniform,10000000,1,12.609381772000001,1.2609381772000001e-06,1260.9381772000002,55478,0.0055478000000000003,-18.032732159565423,0.32476089498587474
20,34,local1,10000000,1,0.643608913,6.4360891300000003e-08,64.360891300000006,2439029,0.24390290000000001,-15.226601080887121,0.31269258388609361
20,34,uniform,10000000,1,12.608542858,1.2608542857999999e-06,1260.8542857999998,85570,0.0085570000000000004,-12.46022029897483,0.31269258388609361
20,35,local1,10000000,1,0.64615234899999996,6.4615234899999997e-08,64.61523489999999,2435853,0.2435853,-15.176117909512637,0.30041641596410662
