n,instance,move,steps,beta,seconds,seconds_per_move,ns_per_move,accepted,acceptance_rate,final_energy,alpha
15,0,local1,10000000,1,0.383227239,3.8322723900000001e-08,38.3227239,2185073,0.21850729999999999,-13.049034554342608,0.34800378828762901
15,0,uniform,10000000,1,7.6016280209999998,7.6016280209999997e-07,760.16280210000002,103148,0.010314800000000001,-15.23745258210603,0.34800378828762901
15,1,local1,10000000,1,0.33229119099999999,3.3229119099999996e-08,33.229119099999998,1576627,0.15766269999999999,-16.783093429633166,0.36441453923794698
15,1,uniform,10000000,1,7.5987998799999996,7.5987998799999996e-07,759.87998799999991,59514,0.0059513999999999999,-16.783093429619722,0.36441453923794698
15,2,local1,10000000,1,0.32071437800000002,3.20714378e-08,32.071437799999998,1448273,0.14482729999999999,-17.070721524828798,0.3097336167925393
15,2,uniform,10000000,1,7.706949753,7.7069497529999998e-07,770.69497530000001,29183,0.0029183,-16.531375174167312,0.3097336167925393
15,3,local1,10000000,1,0.35429022100000002,3.5429022100000001e-08,35.429022100000005,1619413,0.16194130000000001,-14.254254426248735,0.32463355050942416
15,3,uniform,10000000,1,7.949261119,7.9492611189999999e-07,794.92611190000002,93010,0.0093010000000000002,-14.240594508874583,0.32463355050942416
15,4,local1,10000000,1,0.42550167700000002,4.2550167700000003e-08,42.550167700000003,2426393,0.2426393,-8.0882554760886975,0.3405742538058314
15,4,uniform,10000000,1,7.9507569230000001,7.9507569230000005e-07,795.07569230000001,182202,0.018220199999999999,-11.244587208544862,0.3405742538058314
15,5,local1,10000000,1,0.47164442000000001,4.7164442e-08,47.164442000000001,2741385,0.27413850000000001,-6.0661021360463856,0.38087939065375337
15,5,uniform,10000000,1,7.948239729,7.9482397289999996e-07,794.82397289999994,314907,0.031490700000000003,-9.7072902747420464,0.38087939065375337
15,6,local1,10000000,1,0.42830698299999997,4.2830698299999996e-08,42.830698299999995,2696619,0.26966190000000001,-13.02707581827476,0.3552466699389738
15,6,uniform,10000000,1,7.9573958999999999,7.9573959e-07,795.73959000000002,206435,0.020643499999999999,-11.470517276727648,0.3552466699389738
15,7,local1,10000000,1,0.44039763900000001,4.4039763899999998e-08,44.039763899999997,2467183,0.2467183,-9.2737072842945576,0.33457509604521107
15,7,uniform,10000000,1,7.9555000729999996,7.9555000729999998e-07,795.55000729999995,224453,0.022445300000000001,-10.838028313789618,0.33457509604521107
15,8,local1,10000000,1,0.37431474799999997,3.7431474799999999e-08,37.431474799999997,1972928,0.19729279999999999,-15.723711230491581,0.32995496167656529
15,8,uniform,10000000,1,7.9543750339999999,7.9543750340000001e-07,795.43750339999997,64853,0.0064853000000000003,-11.898979115326064,0.32995496167656529
15,9,local1,10000000,1,0.33063035400000002,3.3063035400000004e-08,33.063035400000004,1538195,0.1538195,-18.495159773605817,0.343934410783579
15,9,uniform,10000000,1,7.9340454429999996,7.9340454429999998e-07,793.4045443,12370,0.001237,-17.232899394383182,0.343934410783579
15,10,local1,10000000,1,0.34841767800000001,3.4841767800000004e-08,34.841767800000007,1777856,0.17778559999999999,-13.623115649550696,0.3759379628846804
15,10,uniform,10000000,1,7.9499541230000004,7.949954123e-07,794.9954123,42330,0.0042329999999999998,-7.9089784365110622,0.3759379628846804
15,11,local1,10000000,1,0.46297226699999999,4.6297226699999999e-08,46.297226699999996,2820768,0.28207680000000002,-8.3298298930843817,0.45095828630110646
15,11,uniform,10000000,1,7.9451782050000004,7.9451782050000008e-07,794.51782050000008,312866,0.031286599999999998,-9.3760010493638095,0.45095828630110646
15,12,local1,10000000,1,0.42032342499999997,4.20323425e-08,42.032342499999999,2449300,0.24493000000000001,-13.561095757592224,0.36311034884998616
15,12,uniform,10000000,1,7.9350998910000001,7.935099891e-07,793.50998909999998,152147,0.015214699999999999,-13.564988316287623,0.36311034884998616
15,13,local1,10000000,1,0.42493755,4.2493755000000001e-08,42.493755,2269344,0.22693440000000001,-8.228621622299773,0.36394975669514656
15,13,uniform,10000000,1,7.9438881549999998,7.943888155e-07,794.38881549999996,161156,0.016115600000000001,-5.3093935466466622,0.36394975669514656
15,14,local1,10000000,1,0.476956461,4.76956461e-08,47.695646099999998,2877152,0.2877152,-10.044073150383594,0.39607201216865434
15,14,uniform,10000000,1,7.9637150370000001,7.9637150369999997e-07,796.37150369999995,337866,0.0337866,-4.7035345220193383,0.39607201216865434
15,15,local1,10000000,1,0.43257653699999998,4.32576537e-08,43.257653699999999,2641489,0.26414890000000002,-14.679775018700848,0.32202478761901326
15,15,uniform,10000000,1,7.9322367030000001,7.9322367029999999e-07,793.22367029999998,143869,0.014386899999999999,-12.362164392699599,0.32202478761901326
15,16,local1,10000000,1,0.31711430600000001,3.17114306e-08,31.7114306,1406760,0.140676,-17.856254011746099,0.37039780143029477
15,16,uniform,10000000,1,7.9274656300000004,7.9274656300000008e-07,792.74656300000004,24371,0.0024371000000000002,-15.189692181460952,0.37039780143029477
15,17,local1,10000000,1,0.46336104900000002,4.6336104900000001e-08,46.336104900000002,2676410,0.26764100000000002,-10.933876000225879,0.37054132245143229
15,17,uniform,10000000,1,7.957435008,7.9574350079999996e-07,795.74350079999999,284397,0.028439699999999998,-10.201519902830654,0.37054132245143229
15,18,local1,10000000,1,0.42222710800000002,4.2222710800000001e-08,42.222710800000002,2531371,0.2531371,-13.963740276660594,0.33101988408748534
15,18,uniform,10000000,1,7.948335996,7.9483359960000003e-07,794.83359960000007,135324,0.0135324,-10.526086901824659,0.33101988408748534
15,19,local1,10000000,1,0.43457514600000002,4.3457514600000005e-08,43.457514600000003,2362184,0.2362184,-10.315073381457687,0.34245448137910733
15,19,uniform,10000000,1,7.9546697230000003,7.954669723e-07,795.46697229999995,217379,0.021737900000000001,-9.0680961793897641,0.34245448137910733
15,20,local1,10000000,1,0.410667952,4.1066795200000001e-08,41.066795200000001,2260081,0.22600809999999999,-12.879934203197763,0.36055725764949698
15,20,uniform,10000000,1,7.9513871229999999,7.9513871229999996e-07,795.13871229999995,143541,0.0143541,-14.451042555047417,0.36055725764949698
15,21,local1,10000000,1,0.42874564199999998,4.2874564199999995e-08,42.874564199999995,2618524,0.26185239999999999,-11.73776859492917,0.35921485634692724
15,21,uniform,10000000,1,7.9484069230000003,7.9484069230000002e-07,794.8406923,147750,0.014775,-7.0224585801023895,0.35921485634692724
15,22,local1,10000000,1,0.39510948899999998,3.9510948900000001e-08,39.510948900000002,2288730,0.22887299999999999,-11.550543448638258,0.33563927900720314
15,22,uniform,10000000,1,7.916137237,7.9161372369999998e-07,791.61372369999992,74073,0.0074073000000000003,-15.289724276742042,0.33563927900720314
15,23,local1,10000000,1,0.35624653099999998,3.5624653099999997e-08,35.624653099999996,1797276,0.17972759999999999,-15.041293095956508,0.35062335200324063
