n,instance,move,steps,beta,seconds,seconds_per_move,ns_per_move,accepted,acceptance_rate,final_energy,alpha
18,0,local1,10000000,1,0.52080166699999997,5.2080166699999999e-08,52.080166699999999,1664356,0.16643559999999999,-17.401687678319561,0.3348782820382441
18,0,uniform,10000000,1,11.081314703,1.1081314703000001e-06,1108.1314703,29791,0.0029791000000000002,-12.220458754844838,0.3348782820382441
18,1,local1,10000000,1,0.60102648999999997,6.0102649000000003e-08,60.102649,2139715,0.21397150000000001,-14.237508770231047,0.35199053305757033
18,1,uniform,10000000,1,11.081349719,1.1081349719e-06,1108.1349719,53391,0.0053391000000000003,-15.011026693521167,0.35199053305757033
18,2,local1,10000000,1,0.69287777800000006,6.9287777800000003e-08,69.287777800000001,2930367,0.29303669999999998,-7.8222567008643349,0.32410335882966906
18,2,uniform,10000000,1,11.089238756,1.1089238756e-06,1108.9238756,187914,0.0187914,-12.926267685112672,0.32410335882966906
18,3,local1,10000000,1,0.55734716500000003,5.5734716500000006e-08,55.734716500000005,1882914,0.1882914,-16.850520312244512,0.35343609828741862
18,3,uniform,10000000,1,11.071438946000001,1.1071438946000002e-06,1107.1438946000001,44889,0.0044888999999999997,-16.136858930939166,0.35343609828741862
18,4,local1,10000000,1,0.63139477600000005,6.31394776e-08,63.139477599999999,2587083,0.2587083,-14.728163578467282,0.3445016685251181
18,4,uniform,10000000,1,11.093673722,1.1093673722000001e-06,1109.3673722000001,46240,0.0046239999999999996,-14.473493847643979,0.3445016685251181
18,5,local1,10000000,1,0.59361838099999997,5.9361838099999995e-08,59.361838099999993,2096566,0.2096566,-15.766636155365934,0.33051935412948447
18,5,uniform,10000000,1,11.077709132000001,1.1077709132e-06,1107.7709132,51794,0.0051793999999999998,-18.372042024356517,0.33051935412948447
18,6,local1,10000000,1,0.71377003900000002,7.1377003899999997e-08,71.377003899999991,2959130,0.29591299999999998,-12.276385062173913,0.31114476724379708
18,6,uniform,10000000,1,11.114838538000001,1.1114838538e-06,1111.4838537999999,227039,0.022703899999999999,-9.6828655153584595,0.31114476724379708
18,7,local1,10000000,1,0.57454676299999996,5.7454676299999995e-08,57.454676299999996,2024662,0.20246620000000001,-9.8282572326796522,0.33587784492186001
18,7,uniform,10000000,1,11.096350528,1.1096350528e-06,1109.6350528,61286,0.0061285999999999997,-13.530753746421409,0.33587784492186001
18,8,local1,10000000,1,0.45490343999999999,4.5490343999999996e-08,45.490343999999993,1271935,0.12719349999999999,-15.951510559403548,0.33198816171263162
18,8,uniform,10000000,1,11.059648932,1.1059648932e-06,1105.9648932,6068,0.0006068,-21.718601512638891,0.33198816171263162
