n,instance,move,steps,beta,seconds,seconds_per_move,ns_per_move,accepted,acceptance_rate,final_energy,alpha
51,0,local1,10000000,1,0.631202182,6.3120218199999999e-08,63.120218199999997,1989252,0.1989252,-36.849086505925897,0.19495999276268361
51,0,uniform,10000000,1,35.090226798000003,3.5090226798000002e-06,3509.0226798000003,299,2.9899999999999998e-05,-34.40046298952408,0.19495999276268361
51,1,local1,10000000,1,0.63478898800000005,6.347889880000001e-08,63.47889880000001,2003870,0.20038700000000001,-42.175355565480643,0.19449325034116002
51,1,uniform,10000000,1,35.084918711999997,3.5084918711999995e-06,3508.4918711999994,134,1.34e-05,-37.797648600527118,0.19449325034116002
51,2,local1,10000000,1,0.67408621700000004,6.7408621699999998e-08,67.408621699999998,2273761,0.2273761,-41.664969346558529,0.20280094434347193
51,2,uniform,10000000,1,35.089351254999997,3.5089351254999995e-06,3508.9351254999997,195,1.95e-05,-35.463234567681177,0.20280094434347193
51,3,local1,10000000,1,0.61909805200000001,6.1909805200000001e-08,61.909805200000001,1919936,0.19199359999999999,-42.663980923525742,0.19475691189167649
51,3,uniform,10000000,1,35.085501540000003,3.5085501540000004e-06,3508.5501540000005,99,9.9000000000000001e-06,-42.802558989451391,0.19475691189167649
51,4,local1,10000000,1,0.61901343900000005,6.1901343900000002e-08,61.901343900000001,1884066,0.18840660000000001,-41.238777736603495,0.19515553641698494
51,4,uniform,10000000,1,35.091521833999998,3.5091521834e-06,3509.1521834,84,8.3999999999999992e-06,-38.954480152874815,0.19515553641698494
51,5,local1,10000000,1,0.63550776899999994,6.3550776899999988e-08,63.550776899999988,2055539,0.20555390000000001,-39.92295154377058,0.19400118061715418
51,5,uniform,10000000,1,35.093483472999999,3.5093483472999997e-06,3509.3483472999997,337,3.3699999999999999e-05,-35.036248335547583,0.19400118061715418
51,6,local1,10000000,1,0.60815074400000002,6.0815074400000003e-08,60.8150744,1828865,0.18288650000000001,-44.87651154273631,0.19131006980751825
51,6,uniform,10000000,1,35.082375826000003,3.5082375826000003e-06,3508.2375826000002,23,2.3e-06,-37.090182375887863,0.19131006980751825
51,7,local1,10000000,1,0.65007381200000003,6.5007381200000003e-08,65.007381199999998,2161802,0.21618019999999999,-40.475053818181912,0.19072460727153293
51,7,uniform,10000000,1,35.096118427999997,3.5096118427999995e-06,3509.6118427999995,228,2.2799999999999999e-05,-33.516447617971281,0.19072460727153293
51,8,local1,10000000,1,0.65803941700000002,6.5803941700000001e-08,65.803941699999996,2211684,0.22116839999999999,-42.232158329572428,0.19408871625045862
51,8,uniform,10000000,1,35.089679723000003,3.5089679723000005e-06,3508.9679723000004,311,3.1099999999999997e-05,-31.314021590789199,0.19408871625045862
51,9,local1,10000000,1,0.65724792300000001,6.57247923e-08,65.724792300000004,2185846,0.21858459999999999,-39.227620730685103,0.19760078585529531
51,9,uniform,10000000,1,35.085676378000002,3.5085676378000002e-06,3508.5676378000003,618,6.1799999999999998e-05,-33.107375627809681,0.19760078585529531
51,10,local1,10000000,1,0.64206977899999995,6.4206977899999992e-08,64.206977899999998,2043456,0.20434559999999999,-45.998643770363635,0.19957527580236303
51,10,uniform,10000000,1,35.094593893000003,3.5094593893000004e-06,3509.4593893000006,213,2.1299999999999999e-05,-34.151513206345022,0.19957527580236303
51,11,local1,10000000,1,0.634691216,6.3469121599999997e-08,63.469121599999994,2019509,0.20195089999999999,-49.86852588431946,0.201736893769945
51,11,uniform,10000000,1,35.090970384999999,3.5090970384999998e-06,3509.0970384999996,183,1.8300000000000001e-05,-37.532462808913095,0.201736893769945
51,12,local1,10000000,1,0.61315157799999997,6.1315157800000004e-08,61.315157800000001,1885471,0.1885471,-47.911371665790313,0.19769727490958552
51,12,uniform,10000000,1,35.093240229999999,3.509324023e-06,3509.3240230000001,292,2.9200000000000002e-05,-38.873547182099784,0.19769727490958552
51,13,local1,10000000,1,0.598686791,5.98686791e-08,59.868679100000001,1812400,0.18124000000000001,-47.106051913771601,0.19198872505114603
51,13,uniform,10000000,1,35.091648548000002,3.5091648548000002e-06,3509.1648548000003,245,2.4499999999999999e-05,-31.774069932229128,0.19198872505114603
51,14,local1,10000000,1,0.61531738700000005,6.1531738700000006e-08,61.531738700000005,1839564,0.18395639999999999,-47.452985597285341,0.19696282402464982
51,14,uniform,10000000,1,35.095712014999997,3.5095712014999996e-06,3509.5712014999995,130,1.2999999999999999e-05,-36.551880430766609,0.19696282402464982
51,15,local1,10000000,1,0.65913937899999997,6.5913937899999996e-08,65.913937899999993,2184794,0.21847939999999999,-44.017908955737184,0.19806778815867476
51,15,uniform,10000000,1,35.090417801999997,3.5090417801999999e-06,3509.0417801999997,191,1.91e-05,-32.807688407365568,0.19806778815867476
51,16,local1,10000000,1,0.65294839900000001,6.5294839899999997e-08,65.294839899999999,2152868,0.2152868,-40.385794291306105,0.19953938209955815
51,16,uniform,10000000,1,35.094612560999998,3.5094612561e-06,3509.4612560999999,503,5.0300000000000003e-05,-33.411940342311496,0.19953938209955815
51,17,local1,10000000,1,0.658680979,6.5868097899999994e-08,65.868097899999995,2217057,0.22170570000000001,-37.830340977550442,0.20115976501117513
51,17,uniform,10000000,1,35.092412807999999,3.5092412807999998e-06,3509.2412807999999,155,1.5500000000000001e-05,-40.159618053536093,0.20115976501117513
51,18,local1,10000000,1,0.64564436400000003,6.4564436400000008e-08,64.564436400000005,2082636,0.20826359999999999,-44.362513234087366,0.1966911361381872
51,18,uniform,10000000,1,35.096465874000003,3.5096465874000002e-06,3509.6465874,333,3.3300000000000003e-05,-36.835223209121942,0.1966911361381872
51,19,local1,10000000,1,0.65500388700000001,6.5500388699999994e-08,65.500388699999988,2187906,0.2187906,-39.537224767313134,0.19995872811152854
