n,instance,move,steps,beta,seconds,seconds_per_move,ns_per_move,accepted,acceptance_rate,final_energy,alpha
23,0,local1,10000000,1,0.73863033199999995,7.3863033199999995e-08,73.86303319999999,2591063,0.25910630000000001,-17.42186540482523,0.30403816193442706
23,0,uniform,10000000,1,15.758228002999999,1.5758228002999999e-06,1575.8228002999999,47850,0.0047850000000000002,-19.97082841401102,0.30403816193442706
23,1,local1,10000000,1,0.67623118599999998,6.7623118599999998e-08,67.623118599999998,2286238,0.22862379999999999,-10.632901903614004,0.27640320986825656
23,1,uniform,10000000,1,15.756505616,1.5756505615999999e-06,1575.6505615999999,16531,0.0016531,-16.81236547333674,0.27640320986825656
23,2,local1,10000000,1,0.67937376999999999,6.7937376999999999e-08,67.937376999999998,2256420,0.22564200000000001,-15.037658611707714,0.28204655738658729
23,2,uniform,10000000,1,15.763367432000001,1.5763367432e-06,1576.3367432,22922,0.0022921999999999999,-16.696061812493774,0.28204655738658729
23,3,local1,10000000,1,0.676670946,6.76670946e-08,67.667094599999999,2167845,0.21678449999999999,-18.630967990388672,0.28002561284081567
23,3,uniform,10000000,1,15.761569836,1.5761569836e-06,1576.1569835999999,22159,0.0022158999999999998,-20.241930749942025,0.28002561284081567
23,4,local1,10000000,1,0.701904741,7.0190474100000002e-08,70.190474100000003,2403283,0.24032829999999999,-16.940868175201981,0.27655129754496538
23,4,uniform,10000000,1,15.757060291,1.5757060291e-06,1575.7060291,34726,0.0034726000000000002,-16.563911660861866,0.27655129754496538
23,5,local1,10000000,1,0.69396665599999996,6.9396665599999995e-08,69.396665599999992,2367637,0.23676369999999999,-18.394468748255612,0.27318497970106453
23,5,uniform,10000000,1,15.760365574,1.5760365574000001e-06,1576.0365574,29200,0.0029199999999999999,-19.820184975258542,0.27318497970106453
23,6,local1,10000000,1,0.61315808900000002,6.1315808900000005e-08,61.315808900000007,1880710,0.18807099999999999,-20.946731448924421,0.27562280567894321
23,6,uniform,10000000,1,15.76703434,1.576703434e-06,1576.703434,10258,0.0010258000000000001,-23.249718162777796,0.27562280567894321
